time[d],date,hour,debug1,debug2,debug3,debug4,debug5
313,1985-08-10,00:00:00.00,0.914863,0,0,0,1885.63
314,1985-08-11,00:00:00.00,0.914863,0,0,0,1885.63
315,1985-08-12,00:00:00.00,0.914863,0,0,0,1885.63
316,1985-08-13,00:00:00.00,0.914863,0,0,0,1885.63
317,1985-08-14,00:00:00.00,0.914863,0,0,0,1885.63
318,1985-08-15,00:00:00.00,0.914863,0,0,0,1885.63
319,1985-08-16,00:00:00.00,0.914863,0,0,0,1885.63
320,1985-08-17,00:00:00.00,0.914863,0,0,0,1885.63
321,1985-08-18,00:00:00.00,0.914863,0,0,0,1885.63
322,1985-08-19,00:00:00.00,0.914863,0,0,0,1885.63
323,1985-08-20,00:00:00.00,0.914863,0,0,0,1885.63
324,1985-08-21,00:00:00.00,0.914863,0,0,0,1885.63
325,1985-08-22,00:00:00.00,0.914863,0,0,0,1885.63
326,1985-08-23,00:00:00.00,0.914863,0,0,0,1885.63
327,1985-08-24,00:00:00.00,0.914863,0,0,0,1885.63
328,1985-08-25,00:00:00.00,0.914863,0,0,0,1885.63
329,1985-08-26,00:00:00.00,0.914863,0,0,0,1885.63
330,1985-08-27,00:00:00.00,0.914863,0,0,0,1885.63
331,1985-08-28,00:00:00.00,0.914863,0,0,0,1885.63
332,1985-08-29,00:00:00.00,0.914863,0,0,0,1885.63
333,1985-08-30,00:00:00.00,0.914863,0,0,0,1885.63
334,1985-08-31,00:00:00.00,0.914863,0,0,0,1885.63
335,1985-09-01,00:00:00.00,0.914863,0,0,0,1885.63
336,1985-09-02,00:00:00.00,0.914863,0,0,0,1885.63
337,1985-09-03,00:00:00.00,0.914863,0,0,0,1885.63
338,1985-09-04,00:00:00.00,0.914863,0,0,0,1885.63
339,1985-09-05,00:00:00.00,0.914863,0,0,0,1885.63
340,1985-09-06,00:00:00.00,0.914863,0,0,0,1885.63
341,1985-09-07,00:00:00.00,0.914863,0,0,0,1885.63
342,1985-09-08,00:00:00.00,0.914863,0,0,0,1885.63
343,1985-09-09,00:00:00.00,0.914863,0,0,0,1885.63
344,1985-09-10,00:00:00.00,0.914863,0,0,0,1885.63
345,1985-09-11,00:00:00.00,0.914863,0,0,0,1885.63
346,1985-09-12,00:00:00.00,0.914863,0,0,0,1885.63
347,1985-09-13,00:00:00.00,0.914863,0,0,0,1885.63
348,1985-09-14,00:00:00.00,0.914863,0,0,0,1885.63
349,1985-09-15,00:00:00.00,0.914863,0,0,0,1885.63
350,1985-09-16,00:00:00.00,0.914863,0,0,0,1885.63
351,1985-09-17,00:00:00.00,0.914863,0,0,0,1885.63
352,1985-09-18,00:00:00.00,0.914863,0,0,0,1885.63
353,1985-09-19,00:00:00.00,0.914863,0,0,0,1885.63
354,1985-09-20,00:00:00.00,0.914863,0,0,0,1885.63
355,1985-09-21,00:00:00.00,0.914863,0,0,0,1885.63
356,1985-09-22,00:00:00.00,0.914863,0,0,0,1885.63
357,1985-09-23,00:00:00.00,0.914863,0,0,0,1885.63
358,1985-09-24,00:00:00.00,0.914863,0,0,0,1885.63
359,1985-09-25,00:00:00.00,0.914863,0,0,0,1885.63
360,1985-09-26,00:00:00.00,0.914863,0,0,0,1885.63
361,1985-09-27,00:00:00.00,0.914863,0,0,0,1885.63
362,1985-09-28,00:00:00.00,0.914863,0,0,0,1885.63
363,1985-09-29,00:00:00.00,0.914863,0,0,0,1885.63
364,1985-09-30,00:00:00.00,0.914863,0,0,0,1885.63
365,1985-10-01,00:00:00.00,0.914863,0,0,0,1885.63
366,1985-10-02,00:00:00.00,0.914863,0,0,0,1885.63
367,1985-10-03,00:00:00.00,0.914863,0,0,0,1885.63
368,1985-10-04,00:00:00.00,0.914863,0,0,0,1885.63
369,1985-10-05,00:00:00.00,0.914863,0,0,0,1885.63
370,1985-10-06,00:00:00.00,0.914863,0,0,0,1885.63
371,1985-10-07,00:00:00.00,0.914863,0,0,0,1885.63
372,1985-10-08,00:00:00.00,0.914863,0,0,0,1885.63
373,1985-10-09,00:00:00.00,0.914863,0,0,0,1885.63
374,1985-10-10,00:00:00.00,0.914863,0,0,0,1885.63
375,1985-10-11,00:00:00.00,0.914863,0,0,0,1885.63
376,1985-10-12,00:00:00.00,0.914863,0,0,0,1885.63
377,1985-10-13,00:00:00.00,0.914863,0,0,0,1885.63
378,1985-10-14,00:00:00.00,0.914863,0,0,0,1885.63
379,1985-10-15,00:00:00.00,0.914863,0,0,0,1885.63
380,1985-10-16,00:00:00.00,0.914863,0,0,0,1885.63
381,1985-10-17,00:00:00.00,0.914863,0,0,0,1885.63
382,1985-10-18,00:00:00.00,0.914863,0,0,0,1885.63
383,1985-10-19,00:00:00.00,0.914863,0,0,0,1885.63
384,1985-10-20,00:00:00.00,0.914863,0,0,0,1885.63
385,1985-10-21,00:00:00.00,0.914863,0,0,0,1885.63
386,1985-10-22,00:00:00.00,0.914863,0,0,0,1885.63
387,1985-10-23,00:00:00.00,0.914863,0,0,0,1885.63
388,1985-10-24,00:00:00.00,0.914863,0,0,0,1885.63
389,1985-10-25,00:00:00.00,0.914863,0,0,0,1885.63
390,1985-10-26,00:00:00.00,0.914863,0,0,0,1885.63
391,1985-10-27,00:00:00.00,0.914863,0,0,0,1885.63
392,1985-10-28,00:00:00.00,0.914863,0,0,0,1885.63
393,1985-10-29,00:00:00.00,0.914863,0,0,0,1885.63
394,1985-10-30,00:00:00.00,0.914863,0,0,0,1885.63
395,1985-10-31,00:00:00.00,0.914863,0,0,0,1885.63
396,1985-11-01,00:00:00.00,0.914863,0,0,0,1885.63
397,1985-11-02,00:00:00.00,0.914863,0,0,0,1885.63
398,1985-11-03,00:00:00.00,0.914863,0,0,0,1885.63
399,1985-11-04,00:00:00.00,0.914863,0,0,0,1885.63
400,1985-11-05,00:00:00.00,0.914863,0,0,0,1885.63
401,1985-11-06,00:00:00.00,0.914863,0,0,0,1885.63
402,1985-11-07,00:00:00.00,0.914863,0,0,0,1885.63
403,1985-11-08,00:00:00.00,0.914863,0,0,0,1885.63
